review_id,sentences_ids,sentences_texts,sentences_opinions,opinions_pos,sentences_texts_org,sentences_opinions_org
2191,890,"Su cursor terminará por todo el maldito lugar ,,, no es raro que borre accidentalmente palabras, oraciones, párrafos debido a este mousepad.",cursor negative,3-9,"Your cursor will end up all over the freaking place,,,it's not uncommon for me to accidentally delete words, sentences, paragraphs because of this mousepad.",cursor negative <sep> mousepad negative
2453,2846,"Funciona muy bien para uso general de Internet, aplicaciones de Microsoft Office, contabilidad doméstica, etc.",Aplicaciones de Microsoft Office positive,48-80,"It works great for general internet use, Microsoft Office apps, home bookkeeping, etc.",Microsoft Office apps positive <sep> internet use positive
570,740,Esta computadora tenía exactamente las especificaciones que necesitaba.,especificaciones positive,39-55,This computer had exactly the specifications I needed.,specifications positive
2338,2273,"Con la memoria mejorada, la MacBook Pro nunca tiene problemas para ejecutar muchas aplicaciones a la vez.",memoria mejorada positive <sep> aplicaciones neutral,7-23 <sep> 83-95,"WIth the upgraded memory, the MacBook Pro never has an issue running many many applications at once!",upgraded memory positive <sep> applications neutral <sep> running positive
2469,2407,Incluso puede ejecutar un programa de tipo paralelo fácilmente y ejecutar cualquier software de PC sobrante del que no pueda prescindir.,programa de tipo paralelo positive <sep> software positive,26-51 <sep> 84-92,You can even run a parallels type program easily and run any leftover PC software that you absolutely cannot be without.,parallels type program positive <sep> software positive
2004,160,"Ofrecen la mejor garantía en el negocio, y no lo hacen terceros como Toshiba.",garantía positive,17-25,"They offer the best warranty in the business, and don't 3rd party it out like Toshiba.",warranty positive
1007,1413,"Además, debido al tamaño y la consistencia de la computadora portátil, algunos sitios web ni siquiera intentarían funcionar en la computadora debido a problemas con el navegador.",consistencia negative,30-42,"Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.",size negative <sep> consistancy negative
2334,1409,"Pero la calidad, en general, era menor que el valor de una computadora portátil barata.",calidad negative,8-15,"But the quality, in general was less than the worth of the cheap laptop.",quality negative
793,515,Dijeron que mi computadora estaba cubierta por una garantía extendida y que los productos con garantías extendidas se atienden a través de terceros y no de Sony.,garantía extendida neutral <sep> garantías extendidas neutral,51-69 <sep> 94-114,"They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not Sony itself anymore.",extended warranty neutral <sep> extended warranties neutral
2670,2820,"¡Rápido, excelente visual!",visual positive,19-25,"Fast, great visual!",visual positive
1503,12,"Por el precio de [$] (oferta especial), esta es una gran computadora portátil.",precio positive,7-13,For the [$] price (special offer) this is a great laptop.,price positive
1812,1956,"De hecho, ¡había notado que el del piso de ventas tampoco tenía sonido!",sonido negative,64-70,"Actually, I had noticed the one on the sales floor also didn't have sound!",sound negative
2809,327,También es muy bueno para estudiantes universitarios que solo necesitan una computadora confiable y fácil de usar.,usar positive,109-113,"Also it is very good for college students who just need a reliable, easy to use computer.",use positive
1851,519,"La duración de la batería absorbió el jugo de mi computadora portátil y cuando se agotó la batería de duración extendida, estábamos SOL allí, tanto por esa garantía que cubría todos los productos que compramos.",duración de la batería negative <sep> garantía negative,3-25 <sep> 156-164,"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.",battery life negative <sep> warranty negative
1335,2768,"Lo único que no aprendí en mi investigación fue el software que necesitaría, como protección de privacidad y protección de garantía, en caso de que se rompa o se bloquee, etc.",software neutral,51-59,"The only thing I didn't learn in my research was the software I would need like privacy protection and warranty protection, in case it gets broken, or crashes etc.",software neutral
1255,913,"UN MES DESPUÉS, reinstalamos el SO (Vista).",SO (Vista) negative,32-42," A MONTH LATER, we reinstall the OS (Vista).",OS (Vista) negative
543,2276,"Conecto una unidad externa LaCie 2Big a través de la interfaz firewire 800, que es útil para Time Machine.",Unidad externa LaCie 2Big neutral <sep> interfaz firewire 800 positive,12-37 <sep> 53-74,"I connect a LaCie 2Big external drive via the firewire 800 interface, which is useful for Time Machine.",LaCie 2Big external drive neutral <sep> firewire 800 interface positive <sep> Time Machine neutral
2783,1496,"Todos los programas (Keynote, Pages, Numbers) tienen una opción para guardar sus documentos como compatibles con Microsoft, lo que realmente elimina la necesidad de los archivos reales.",programas positive,10-19,"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.",programs positive <sep> Keynote neutral <sep> Pages neutral <sep> Numbers neutral
1548,2948,Lo único es que la batería no durará más de 1/2 hora.,batería negative,19-26,The only thing is that the battery won't last more than 1/2 an hour.,battery negative
1665,1056,"Antes, recargué con Windows 7 Ultimate y usé solo los controladores descargados del sitio de Acer.",Windows 7 Ultimate neutral,20-38,"Before, I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site.",drivers neutral <sep> Windows 7 Ultimate neutral
277,260,"Ah, sí, y si la elegante cámara web se rompe, ¿adivina a quién tienes que enviársela para que la arregle?",cámara web negative,25-35,"oh yeah, and if the fancy webcam breaks guess who you have to send it to to get it fixed?",webcam negative
2219,834,"Esta computadora portátil se ve muy bien en la superficie: pantalla de 17 pulgadas, buen precio, apariencia agradable, se inicia rápidamente, funciona rápido, etc.",apariencia positive,97-107,"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.","17"" inch screen positive <sep> price-point positive <sep> appearance positive <sep> boots up positive <sep> runs positive"
2351,2984,"Mi esposo lo usa principalmente para juegos, correo electrónico y música.",juegos neutral,37-43,"My husband uses it mostly for games, email and music.",games neutral
577,2174,Sin mencionar que la duración de la batería es absolutamente asombrosa.,duración de la batería positive,21-43,"Not to mention, the battery life is absolutely amazing.",battery life positive
1992,2156,"Por supuesto, para un estudiante, el peso siempre es un problema.",peso neutral,37-41,"Of course, for a student, weight is always an issue.",weight neutral
228,2465,"Como escribo más de 100 palabras por minuto, busco una unidad que tenga un teclado cómodo (sin teclas pegadas o retrasadas, configuración extraña de ""tecla extra"", etc.",teclado positive <sep> teclas positive,75-82 <sep> 95-101,"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.","keyboard positive <sep> keys positive <sep> configuration of ""extra key"" positive"
300,1566,Lo único que me gustaría agregar a esto es una unidad de lectura / escritura bluray interna.,unidad de lectura / escritura bluray negative,47-83,Only thing I would want to add to this is an internal bluray read/write drive.,bluray read/write drive negative
2023,2671,"mientras que hace unos 8 años, espero que la calidad haya cambiado.",calidad negative,45-52,"while about 8 years ago, I hope that the quality has changed.",quality negative
700,240,Skype también es genial con esta máquina.,Skype positive,0-5,Skype is just so dang cool with this machine too.,Skype positive
